source,degree_centrality,closeness_centrality,betweenness_centrality,pagerank,hits_hubs,hits_authorities
61994CJ0199,0.0002715423606082549,9.051412020275162e-05,5.7354833114805955e-08,3.9445052273792255e-05,2.1215027145714358e-07,1.6815211274261423e-08
62001CJ0172,0.0003620564808110065,0.0,0.0,2.769082607392964e-05,3.2080157344344895e-06,0.0
62000CJ0074,0.0032585083272990583,0.04842566338569757,0.0016619209685371902,0.0002280664869608732,6.097991870517665e-05,4.7844337832361754e-05
62000CJ0256,0.0012671976828385228,0.03849064739215499,0.0011225988637835163,8.900351069831841e-05,6.589377583534734e-07,1.97908959205699e-06
61998CJ0387,0.000724112961622013,0.0002514281116743101,3.213661657158331e-07,3.627966615147208e-05,9.161767364842242e-07,1.2566783963841372e-07
61998CJ0038,0.000724112961622013,0.04432255456792522,6.463075535233725e-05,6.745118539077669e-05,4.646838153415574e-06,1.3746433182138409e-05
62001CJ0092,0.0012671976828385228,0.06245790366259873,0.00037901218428935686,4.218292001917443e-05,0.0004740685624335899,0.0008908577586818159
61999CJ0184,0.0039826212889210715,0.06616878601998144,0.0008553135017552179,0.0002794027101887763,8.180715441791774e-05,0.0016752293008181797
61997CJ0372,0.002172338884866039,0.05036149619072156,0.0004161756212021961,0.00013258971190083298,5.7472842446843664e-05,0.00018126751433486648
62000CJ0298,0.0030774800868935553,0.048535595336313804,0.0019550411826431404,9.309591027162602e-05,8.51933428957686e-05,4.198299738457349e-05
62000CJ0409,0.0009051412020275162,0.04806111810555431,0.00012165344721343044,0.00010107567351669014,2.99479286557555e-05,0.0001196467477153753
62000CJ0181,0.0002715423606082549,0.0005208626917056546,2.1207665763394243e-06,3.184838561568148e-05,0.00038716503745728567,2.8256706379604032e-06
62000CJ0398,,,,,,
61999CJ0340,0.0012671976828385228,0.05621984760738237,0.002273221909221053,9.031459811068674e-05,0.0007427911315167561,0.00031663702537196
61997CJ0204,0.0003620564808110065,0.046268781084896494,0.0,6.615030323737798e-05,1.5052677357842446e-05,1.4597057557687686e-06
61999CJ0017,0.0005430847212165098,0.05061644879759137,0.0,8.936119830358742e-05,0.0,1.7945663424911187e-05
61999CJ0261,0.0010861694424330196,0.05065493686855501,0.00020443952504243374,0.00022598439006438418,8.434812483082656e-07,4.2834819025027635e-06
61998CJ0164,0.0008146270818247646,0.04889907857585491,2.323016551504591e-05,0.00013431903240275817,4.514892754395437e-06,1.9520551741899662e-05
61998CJ0059,,,,,,
61997CJ0038,0.0005430847212165098,0.08172240599646108,3.5372327592760727e-06,0.0001068507729784172,2.2103826046090933e-05,2.8005823938865595e-05
62002CJ0211,0.0005430847212165098,0.0368713047630393,0.0002599971330481955,0.00014952928991934688,1.76617164107924e-06,1.6685951861123703e-06
62000CJ0327,0.0010861694424330196,0.05289010990876451,0.00015498490891975667,0.00010277892344410628,0.00011252197688289832,0.00014811828785537613
62000CJ0450,0.000724112961622013,0.03920190988922112,5.5079531719915946e-05,9.701035235543431e-05,2.7350202061526237e-07,2.069109148102562e-05
61999CJ0085,0.0009956553222302679,0.0006765434969899099,6.574444379411e-05,7.121249050828912e-05,1.1975379385614961e-05,2.334267629793639e-05
61999CJ0264,,,,,,
61996CJ0176,0.0020818247646632875,0.06750117388069693,0.0002145869435577639,8.152029224484338e-05,0.00022660498842574545,0.0009287414890096817
61998CJ0203,0.00018102824040550325,0.0,0.0,2.769082607392964e-05,3.025075155885712e-05,0.0
61997CJ0311,0.0017197682838522809,0.0615098634624084,3.413434759498772e-05,0.00023962471588529448,0.0001365340595990067,0.004066375832779038
61997CJ0172(01),9.051412020275162e-05,9.051412020275162e-05,0.0,5.119927847365488e-05,0.0,5.418206523237232e-190
61999CJ0077,,,,,,
61997CJ0172,9.051412020275162e-05,0.0,0.0,2.769082607392964e-05,2.86323647944719e-191,0.0
62002CJ0072,0.0005430847212165098,0.05090362438753135,4.444868455753032e-05,5.078882257525828e-05,4.236589053152736e-06,1.3866018654363013e-05
62000CJ0444,0.0003620564808110065,0.04126989046115907,1.701616024002084e-05,4.1022387488501675e-05,4.923570727994544e-07,8.212852106440638e-05
62002CJ0029,,,,,,
62002CJ0063,0.000724112961622013,0.04374392192284596,6.483906171140842e-06,0.0001585015812761957,8.388351074218651e-07,3.7896241441453505e-05
62001CJ0281,0.0009956553222302679,0.04686611337198899,3.5948461135071124e-06,6.701929462446865e-05,1.5634897515618266e-05,9.258715880434134e-06
62001CJ0202,,,,,,
62001CJ0060,0.0006335988414192614,0.048767955492221945,0.00025696917793162686,0.00010035582338586895,1.5146745179663773e-07,1.0776348942375693e-05
62000CJ0366,0.0003620564808110065,9.051412020275162e-05,2.0485107755935052e-05,3.239251655387469e-05,1.1651565186737335e-06,1.1426860045193858e-07
61998CJ0374,0.001176683562635771,0.052135029656437674,0.0005467425336527486,0.00028762946320385566,2.4784001106950844e-07,6.0827458058698514e-06
61997CJ0418,0.0013577118030412743,0.051060058203114204,0.0002788526359472102,0.00024186243894970666,2.3174391098862973e-05,0.00012114340325651797
61997CJ0229,,,,,,
