,case_id,law_id,cited_article,law_type
17438,61987CJ0234,31968R0950,84-NT3AA,R
17450,61987CJ0235,31968R1612,ENTIRE_ARTICLE,R
17456,61987CJ0236,31971R1408,C9,R
17476,61987CJ0245,31968R0950,TR1AP3LB,R
17497,61987CJ0253,31968R0950,TR1AP3LB,R
17567,61987CJ0268,31968R0950,23-07,R
17575,61987CJ0269,31971R1408,TIT3CH8,R
17601,61987CJ0277,31962R0017,A15P2,R
17608,61987CJ0279,31962R0017,ENTIRE_ARTICLE,R
17630,61987CJ0291,31968R0950,99-NT2,R
17656,61987CJ0305,31968R1612,ENTIRE_ARTICLE,R
17751,61987CJ0339,31979L0409,N4LB,L
17760,61987CJ0340,31968R0950,ENTIRE_ARTICLE,R
17776,61987CJ0342,31977L0388,A27,L
17778,61987CJ0344,31968R1612,A01P1,R
17781,61987CJ0348,31977L0388,C11,L
17787,61987CJ0349,31971R1408,ENTIRE_ARTICLE,R
17828,61987CJ0357,31968R0950,TR2DP1LA,R
17848,61987CJ0359,31971R1408,A73P2,R
17864,61987CJ0368,31971R1408,A09P2,R
17868,61987CJ0379,31968R1612,A03P1L2,R
17887,61987CJ0388,31971R1408,ENTIRE_ARTICLE,R
17895,61987CJ0389,31968R1612,ENTIRE_ARTICLE,R
17909,61988CJ0001,31971R1408,A79P3,R
17996,61988CJ0009,31968R1612,TIT2,R
18031,61988CJ0015,31969L0335,A12,L
18067,61988CJ0019,31968R0950,90-28A2B,R
18087,61988CJ0024,31971R1408,A76,R
18099,61988CJ0029,31971R1408,ENTIRE_ARTICLE,R
18112,61988CJ0033,31971R1408,ENTIRE_ARTICLE,R
18143,61988CJ0037,31968R0950,TR1AP3LB,R
18145,61988CJ0038,31969L0335,A04P2LB,L
18160,61988CJ0040,31968R0950,21-07D2A1,R
18181,61988CJ0048,31979L0007,ENTIRE_ARTICLE,L
18191,61988CJ0050,31977L0388,ENTIRE_ARTICLE,L
18195,61988CJ0051,31977L0388,C7,L
18308,61988CJ0093,31977L0388,ENTIRE_ARTICLE,L
18315,61988CJ0102,31979L0007,A04P1,L
18351,61988CJ0114,31971R1408,N6,R
18390,61988CJ0126,31977L0388,A11LAP3LB,L
18403,61988CJ0128,31971R1408,ENTIRE_ARTICLE,R
18443,61988CJ0140,31971R1408,TIT3,R
18456,61988CJ0141,31971R1408,A51P2,R
18498,61988CJ0153,31968R0950,TR1AP3LB,R
18519,61988CJ0164,31968R0950,TR1AP3LC,R
18547,61988CJ0168,31972R0574,A10P1LBLI,R
18561,61988CJ0173,31977L0388,A13LBLBPT2,L
18575,61988CJ0175,31968R1612,A07,R
18584,61988CJ0177,31976L0207,A06,L
18589,61988CJ0179,31976L0207,ENTIRE_ARTICLE,L
18665,61988CJ0199,31972R0574,A112,R
18814,61988CJ0219,31968R0950,02-01A2B,R
18851,61988CJ0228,31971R1408,A73P1,R
18858,61988CJ0233,31968R0950,16-02,R
18875,61988CJ0236,31971R1408,ENTIRE_ARTICLE,R
18887,61988CJ0245,31971R1408,TIT2,R
18912,61988CJ0251,31977L0388,NF,L
18921,61988CJ0262,31979L0007,A07P1LA,L
18962,61988CJ0288,31979L0409,N4LB,L
18967,61988CJ0293,31971R1408,N6IPT2LF,R
19003,61988CJ0297,31968R1612,ENTIRE_ARTICLE,R
19095,61988CJ0320,31977L0388,A05P1,L
19129,61988CJ0324,31972R0574,A118P1,R
19184,61988CJ0342,31971R1408,A46P3,R
19197,61988CJ0344,31968R0950,90-17,R
19234,61988CJ0354,31968R0950,02-NC2,R
19344,61989CJ0001,31968R0950,TR1AP1,R
19352,61989CJ0002,31971R1408,TIT2,R
19357,61989CJ0004,31977L0388,ND,L
19416,61989CJ0012,31971R1408,ENTIRE_ARTICLE,R
19419,61989CJ0015,31969L0335,A04P2LB,L
19510,61989CJ0030,31977L0388,NFPT17,L
19558,61989CJ0043,31968R0950,TR1AP3LB,R
19616,61989CJ0057,31979L0409,N1,L
19686,61989CJ0066,31968R0950,TR1AP2LA,R
19804,61989CJ0080,31968R0950,48-01C2A,R
19831,61989CJ0085,31971R1408,A51P2,R
19877,61989CJ0099,31971R1408,A99,R
19904,61989CJ0105,31972R0574,ENTIRE_ARTICLE,R
19919,61989CJ0108,31971R1408,ENTIRE_ARTICLE,R
19928,61989CJ0109,31971R1408,ENTIRE_ARTICLE,R
19960,61989CJ0113,31968R1612,ENTIRE_ARTICLE,R
19970,61989CJ0117,31971R1408,A76P2,R
20041,61989CJ0157,31979L0409,A07P4,L
20065,61989CJ0163,31971R1408,A69P4,R
20074,61989CJ0169,31979L0409,N3PT1,L
20102,61989CJ0185,31977L0388,A15PT4,L
20106,61989CJ0186,31977L0388,A05P3LB,L
20108,61989CJ0188,31976L0207,ENTIRE_ARTICLE,L
20186,61989CJ0216,31971R1408,C9,R
20195,61989CJ0218,31987R2658,9030-8190,R
20200,61989CJ0219,31987R2658,2106,R
20217,61989CJ0227,31971R1408,ENTIRE_ARTICLE,R
20220,61989CJ0229,31979L0007,ENTIRE_ARTICLE,L
20229,61989CJ0231,31987R2658,ENTIRE_ARTICLE,R
20240,61989CJ0234,31962R0017,ENTIRE_ARTICLE,R
20351,61989CJ0249,31969L0335,A05P1LD,L
20368,61989CJ0251,31971R1408,ENTIRE_ARTICLE,R
20418,61989CJ0265,31968R0950,23-03B1,R
20441,61989CJ0279,31968R1612,A11,R
20489,61989CJ0292,31971R1408,A69P1,R
20504,61989CJ0297,31977L0388,A14P2,L
20556,61989CJ0307,31971R1408,ENTIRE_ARTICLE,R
20559,61989CJ0308,31968R1612,ENTIRE_ARTICLE,R
20599,61989CJ0324,31968R0950,20-06B,R
20622,61989CJ0334,31979L0409,N1,L
20662,61989CJ0343,31977L0388,A10P3,L
20666,61989CJ0344,31972R0574,A51P1,R
20673,61989CJ0345,31976L0207,ENTIRE_ARTICLE,L
20733,61989CJ0356,31971R1408,ENTIRE_ARTICLE,R
20737,61989CJ0357,31968R1612,ENTIRE_ARTICLE,R
20777,61989CJ0362,31977L0187,ENTIRE_ARTICLE,L
20791,61989CJ0363,31968R1612,ENTIRE_ARTICLE,R
20862,61989CJ0373,31979L0007,ENTIRE_ARTICLE,L
20885,61989CJ0376,31968R1612,ENTIRE_ARTICLE,R
20887,61989CJ0377,31979L0007,A04P1,L
20906,61989CJ0384,31968R0950,87-02B2A1,R
20922,61989CO0056,31962R0017,A25P2,R
20931,61989CO0076,31962R0017,ENTIRE_ARTICLE,R
20954,61990CJ0003,31968R1612,ENTIRE_ARTICLE,R
21017,61990CJ0010,31971R1408,ENTIRE_ARTICLE,R
21033,61990CJ0015,31971R1408,A73P1,R
21067,61990CJ0018,31971R1408,ENTIRE_ARTICLE,R
21160,61990CJ0031,31979L0007,ENTIRE_ARTICLE,L
21180,61990CJ0035,31977L0388,NFPT2,L
21242,61990CJ0045,31972R0574,A24,R
21270,61990CJ0048,31962R0017,ENTIRE_ARTICLE,R
21312,61990CJ0057,31971R1408,N7,R
21323,61990CJ0060,31977L0388,A17P3LC,L
21519,61990CJ0087,31979L0007,ENTIRE_ARTICLE,L
21529,61990CJ0093,31971R1408,A51P2,R
21548,61990CJ0097,31977L0388,A27P5,L
21607,61990CJ0109,31977L0388,A33,L
21619,61990CJ0120,31987R2658,0404-9033,R
21683,61990CJ0164,31969L0335,A07P1LBBIS,L
21757,61990CJ0186,31971R1408,A79,R
21760,61990CJ0188,31971R1408,A78P2LBLI,R
21801,61990CJ0196,31971R1408,TIT2,R
21825,61990CJ0198,31971R1408,A77,R
21835,61990CJ0200,31977L0388,A33,L
21846,61990CJ0202,31977L0388,A04P5,L
21873,61990CJ0208,31979L0007,ENTIRE_ARTICLE,L
21901,61990CJ0213,31968R1612,C6,R
21910,61990CJ0215,31971R1408,A71P1,R
21917,61990CJ0228,31968R0950,ENTIRE_ARTICLE,R
21969,61990CJ0243,31979L0007,C2,L
21975,61990CJ0246,31968R0950,TR1AP1,R
22005,61990CJ0253,31971R1408,A33,R
22102,61990CJ0272,31971R1408,A70,R
22169,61990CJ0300,31968R1612,A07P2,R
22188,61990CJ0302,31971R1408,ENTIRE_ARTICLE,R
22252,61990CJ0318,31968R0950,TR1AP3,R
22277,61990CJ0326,31971R1408,A03,R
22303,61990CJ0334,31968R0950,23-07B1C2,R
22316,61990CJ0338,31987R2658,8536-5000-9990,R
22341,61990CJ0347,31977L0388,A33,L
22362,61990CJ0355,31979L0409,C9,L
22424,61990CJ0370,31968R1612,ENTIRE_ARTICLE,R
22538,61991CJ0005,31971R1408,A46P3L2,R
22543,61991CJ0009,31979L0007,A08P2,L
22551,61991CJ0014,31987R2658,38-NTIB,R
22590,61991CJ0020,31977L0388,A22,L
22610,61991CJ0027,31968R1612,ENTIRE_ARTICLE,R
22625,61991CJ0029,31977L0187,A01P1,L
22699,61991CJ0049,31969L0335,A04P2LB,L
22701,61991CJ0050,31969L0335,C,L
22777,61991CJ0062,31971R1408,A69P1,R
22783,61991CJ0063,31979L0007,C2,L
22788,61991CJ0065,31968R0950,36-06,R
22819,61991CJ0067,31962R0017,ENTIRE_ARTICLE,R
22852,61991CJ0071,31969L0335,C7,L
22876,61991CJ0074,31977L0388,NFPT27,L
22878,61991CJ0075,31979L0409,ENTIRE_ARTICLE,L
22893,61991CJ0078,31971R1408,A73,R
22939,61991CJ0090,31971R1408,A46P3L2,R
22952,61991CJ0096,31977L0388,ENTIRE_ARTICLE,L
22982,61991CJ0101,31977L0388,A02,L
22998,61991CJ0102,31972R0574,A84P2,R
23029,61991CJ0111,31971R1408,ENTIRE_ARTICLE,R
23051,61991CJ0119,31972R0574,A10P1LBLI,R
23083,61991CJ0131,31977L0388,A32,L
23088,61991CJ0132,31977L0187,A07,L
23133,61991CJ0148,31988L0361,ENTIRE_ARTICLE,L
23147,61991CJ0153,31971R1408,A84P4,R
23185,61991CJ0158,31976L0207,A05P2LC,L
23204,61991CJ0163,31977L0388,A26P4,L
23212,61991CJ0165,31979L0007,ENTIRE_ARTICLE,L
23243,61991CJ0173,31979L0007,ENTIRE_ARTICLE,L
23255,61991CJ0177,31987R2658,3004,R
23304,61991CJ0189,31976L0207,A05P1,L
23319,61991CJ0191,31987R2658,3002-9090,R
23321,61991CJ0193,31977L0388,A06P2L1LA,L
23324,61991CJ0194,31968R0950,23-07,R
23332,61991CJ0195,31962R0017,A15P2,R
23353,61991CJ0201,31972R0574,A107P1,R
23359,61991CJ0208,31977L0388,A33,L
23363,61991CJ0209,31977L0187,A03P2,L
23421,61991CJ0218,31971R1408,A78P2LBLI,R
23459,61991CJ0226,31979L0007,A04P1,L
23491,61991CJ0234,31977L0388,A33,L
23512,61991CJ0241,31962R0017,A03,R
23518,61991CJ0243,31971R1408,A03,R
23538,61991CJ0250,31968R0950,84-55C,R
23567,61991CJ0256,31987R2658,TR1AP3LB,R
23601,61991CJ0271,31976L0207,A06,L
23626,61991CJ0275,31972R0574,A36P4,R
23653,61991CJ0280,31969L0335,A06P2T3,L
23656,61991CJ0281,31977L0388,A13LBLDPT1,L
23662,61991CJ0282,31971R1408,N6JPT2LE,R
23729,61991CJ0308,31968R0950,17-02D2,R
23743,61991CJ0310,31971R1408,ENTIRE_ARTICLE,R
23776,61991CJ0317,31989L0104,ENTIRE_ARTICLE,L
23805,61991CJ0328,31979L0007,ENTIRE_ARTICLE,L
23812,61991CJ0333,31977L0388,A19P1,L
23816,61991CJ0337,31979L0007,A04P1,L
23820,61991CJ0338,31979L0007,A04P1,L
23865,61992CJ0010,31977L0388,A22P5,L
23916,61992CJ0018,31977L0388,C9,L
23945,61992CJ0023,31971R1408,N3,R
23960,61992CJ0028,31971R1408,N6CPT7LA,R
23967,61992CJ0031,31971R1408,C8,R
23972,61992CJ0033,31987R2658,0210-1119,R
23975,61992CJ0034,31968R0950,02-01A2A4,R
23998,61992CJ0036,31962R0017,A20P2,R
24046,61992CJ0045,31972R0574,A46P1,R
24053,61992CJ0049,31962R0017,A17,R
24066,61992CJ0051,31962R0017,A19,R
24095,61992CJ0063,31977L0388,A13LBLG,L
24103,61992CJ0065,31971R1408,A51P2,R
24110,61992CJ0066,31971R1408,A97,R
24114,61992CJ0068,31977L0388,C7,L
24118,61992CJ0069,31977L0388,C7,L
24161,61992CJ0073,31977L0388,C7,L
24216,61992CJ0090,31968R0950,84-62,R
24269,61992CJ0108,31987R2658,9030-8190,R
24279,61992CJ0111,31977L0388,ENTIRE_ARTICLE,L
24292,61992CJ0113,31971R1408,A46P3,R
24312,61992CJ0118,31968R1612,A08P1,R
24342,61992CJ0121,31971R1408,N2,R
24424,61992CJ0137,31962R0017,A15P2LA,R
24438,61992CJ0154,31979L0007,A07P1LA,L
24469,61992CJ0193,31971R1408,A51P2,R
24559,61992CJ0248,31987R2658,7211-2290,R
24585,61992CJ0250,31962R0017,ENTIRE_ARTICLE,R
24641,61992CJ0287,31972R0574,A35,R
24656,61992CJ0291,31977L0388,A20P2,L
24665,61992CJ0297,31971R1408,A09P2,R
24675,61992CJ0304,31968R0950,61-01,R
24684,61992CJ0305,31971R1408,N3APT28LB,R
24738,61992CJ0327,31971R1408,A93,R
24787,61992CJ0343,31979L0007,A04P1,L
24789,61992CJ0345,31979L0409,ENTIRE_ARTICLE,L
24812,61992CJ0350,31994R0040,ENTIRE_ARTICLE,R
24976,61992CJ0377,31987R2658,2106-9099,R
25021,61992CJ0382,31977L0187,ENTIRE_ARTICLE,L
25097,61992CJ0392,31977L0187,C2,L
25106,61992CJ0393,31987R2658,2716,R
25215,61992CJ0410,31979L0007,ENTIRE_ARTICLE,L
25217,61992CJ0411,31977L0388,ENTIRE_ARTICLE,L
25253,61992CJ0419,31968R1612,A03,R
25255,61992CJ0420,31979L0007,A07P1LD,L
25261,61992CJ0421,31976L0207,A05P1,L
25316,61992CJ0428,31971R1408,A93P1,R
25367,61992CJ0435,31979L0409,A07P4,L
25416,61993CJ0005,31962R0017,A17,R
25424,61993CJ0007,31979L0007,ENTIRE_ARTICLE,L
25440,61993CJ0009,31994R0040,ENTIRE_ARTICLE,R
25444,61993CJ0011,31987R2658,8471-92,R
25458,61993CJ0012,31972R0574,ENTIRE_ARTICLE,R
25464,61993CJ0013,31976L0207,A05P1,L
25468,61993CJ0016,31977L0388,A11LAP1LA,L
25498,61993CJ0019,31962R0017,ENTIRE_ARTICLE,R
25527,61993CJ0030,31987R2658,8542-1171,R
25535,61993CJ0032,31976L0207,A05P1,L
25538,61993CJ0033,31977L0388,A11LAP1LA,L
25540,61993CJ0035,31968R0950,TR1P2LA,R
25546,61993CJ0037,31968R1612,A04,R
25548,61993CJ0038,31977L0388,A11LAP3LB,L
25553,61993CJ0039,31962R0017,A03P2,R
25612,61993CJ0057,31979L0007,A07P1LA,L
25620,61993CJ0058,31971R1408,A04P1LB,R
25628,61993CJ0060,31971R1408,A16,R
25648,61993CJ0062,31977L0388,A27P4,L
25702,61993CJ0071,31971R1408,A14QUINQUIESP1,R
25718,61993CJ0128,31979L0007,A07P1LA,L
25781,61993CJ0143,31987R2658,ENTIRE_ARTICLE,R
25791,61993CJ0146,31971R1408,A49P1LA,R
25795,61993CJ0148,31987R2658,9021-9090,R
25803,61993CJ0150,31987R2658,TR1AP3LB,R
25818,61993CJ0151,31987R2658,N1,R
25960,61993CJ0279,31968R1612,A07,R
26079,61993CJ0297,31979L0007,ENTIRE_ARTICLE,L
26094,61993CJ0301,31971R1408,A51P2,R
26097,61993CJ0302,31977L0388,NF,L
26128,61993CJ0308,31971R1408,A71,R
26176,61993CJ0317,31979L0007,A04P1,L
26195,61993CJ0319,31962R0017,A04P2,R
26207,61993CJ0321,31971R1408,A73,R
26244,61993CJ0325,31971R1408,A60P1LB,R
26288,61993CJ0342,31976L0207,ENTIRE_ARTICLE,L
26368,61993CJ0356,31987R2658,TR1AP3LB,R
26382,61993CJ0358,31988L0361,N04,L
26476,61993CJ0391,31972R0574,A26P6,R
26488,61993CJ0393,31968R0950,02-01A3B,R
26494,61993CJ0394,31971R1408,A99,R
26498,61993CJ0395,31987R2658,6112,R
26535,61993CJ0401,31987R2658,TR1AP2LA,R
26544,61993CJ0406,31971R1408,N6APT9,R
26586,61993CJ0415,31968R1612,A04,R
26610,61993CJ0422,31971R1408,A97,R
26616,61993CJ0425,31971R1408,A14QUATER,R
26655,61993CJ0427,31989L0104,A07,L
26737,61993CJ0443,31971R1408,A46,R
26744,61993CJ0444,31979L0007,A04P1,L
26774,61993CJ0450,31976L0207,A02P4,L
26781,61993CJ0451,31972R0574,A17,R
26786,61993CJ0453,31977L0388,A13LAP2LA,L
26791,61993CJ0454,31971R1408,A71P1LBLII,R
26817,61993CJ0459,31968R0950,30-NT1A,R
26853,61993CJ0467,31987R2658,8542-1199,R
26860,61993CJ0468,31977L0388,A13LBLH,L
26880,61993CJ0472,31977L0187,ENTIRE_ARTICLE,L
26891,61993CJ0473,31968R1612,A07,R
26900,61993CJ0475,31971R1408,A06,R
26957,61993CJ0481,31971R1408,N4,R
26962,61993CJ0482,31971R1408,A77P1LBLII,R
26972,61993CJ0484,31988L0361,N01,L
27022,61994CJ0002,31969L0335,ENTIRE_ARTICLE,L
27031,61994CJ0004,31977L0388,A19P2,L
27040,61994CJ0007,31968R1612,A12,R
27041,61994CJ0008,31979L0007,A04P1,L
27043,61994CJ0012,31987R2658,1905-30,R
27056,61994CJ0013,31976L0207,ENTIRE_ARTICLE,L
27269,61994CJ0048,31977L0187,A01P1,L
27354,61994CJ0059,31987R2658,TR1AP3LB,R
27363,61994CJ0061,31992R2913,ENTIRE_ARTICLE,R
27411,61994CJ0071,31989L0104,ENTIRE_ARTICLE,L
27498,61994CJ0092,31979L0007,A07P1LA,L
27523,61994CJ0098,31971R1408,A46BISP1,R
27543,61994CJ0103,31971R1408,A04P2BIS,R
27590,61994CJ0106,31987R2658,ENTIRE_ARTICLE,R
27608,61994CJ0110,31977L0388,A22P1,L
27614,61994CJ0116,31976L0207,A05,L
27622,61994CJ0118,31979L0409,N2,L
27626,61994CJ0123,31968R1612,A03P1,R
27708,61994CJ0137,31979L0007,A08P2,L
27731,61994CJ0144,31977L0388,A22P8,L
27743,61994CJ0149,31979L0409,N3,L
27754,61994CJ0151,31968R1612,A07P2,R
27769,61994CJ0155,31977L0388,A17P3LC,L
27843,61994CJ0163,31988L0361,N01,L
27865,61994CJ0166,31977L0388,ENTIRE_ARTICLE,L
27877,61994CJ0171,31977L0187,ENTIRE_ARTICLE,L
27884,61994CJ0173,31968R1612,A07,R
27948,61994CJ0197,31969L0335,ENTIRE_ARTICLE,L
27975,61994CJ0202,31979L0409,C3,L
27986,61994CJ0206,31972R0574,A18P5,R
28024,61994CJ0214,31968R1612,A07P4,R
28028,61994CJ0215,31977L0388,A11LAP1LA,L
28038,61994CJ0217,31977L0388,A22P8,L
28069,61994CJ0226,31962R0017,ENTIRE_ARTICLE,R
28078,61994CJ0227,31971R1408,N6,R
28084,61994CJ0228,31979L0007,ENTIRE_ARTICLE,L
28089,61994CJ0230,31977L0388,A11LAP1LC,L
28100,61994CJ0231,31977L0388,ENTIRE_ARTICLE,L
28104,61994CJ0232,31989L0104,ENTIRE_ARTICLE,L
28145,61994CJ0237,31968R1612,A07P2,R
28166,61994CJ0243,31971R1408,A74,R
28180,61994CJ0245,31979L0007,A03P2,L
28193,61994CJ0251,31971R1408,N6DPT4,R
28231,61994CJ0267,31987R2658,A09P1LA,R
28301,61994CJ0278,31968R1612,A07P2,R
28310,61994CJ0280,31979L0007,A04P1,L
28339,61994CJ0286,31977L0388,A27,L
28343,61994CJ0287,31969L0335,ENTIRE_ARTICLE,L
28344,61994CJ0288,31977L0388,A11LAP1LA,L
28360,61994CJ0290,31968R1612,A07,R
28384,61994CJ0298,31977L0187,ENTIRE_ARTICLE,L
28466,61994CJ0305,31977L0187,ENTIRE_ARTICLE,L
28470,61994CJ0306,31977L0388,A19P2,L
28479,61994CJ0308,31971R1408,A71P1LBLI,R
28482,61994CJ0309,31962R0017,ENTIRE_ARTICLE,R
28501,61994CJ0313,31989L0104,ENTIRE_ARTICLE,L
28504,61994CJ0315,31968R1612,A14AP2,R
28509,61994CJ0317,31977L0388,TIT11,L
28513,61994CJ0319,31977L0187,A04P1,L
28547,61994CJ0327,31977L0388,A22P7,L
28552,61994CJ0331,31977L0388,A28P5,L
28579,61994CJ0340,31971R1408,A14QUATERP1LB,R
28591,61994CO0097,31977L0388,A21PT1LC,L
28658,61995CJ0001,31976L0207,A03,L
28664,61995CJ0002,31977L0388,NFPT15,L
28673,61995CJ0004,31971R1408,N1,R
28727,61995CJ0013,31977L0187,A01P1,L
28758,61995CJ0018,31971R1408,A14N1LA,R
28766,61995CJ0025,31971R1408,A04P2,R
28820,61995CJ0037,31977L0388,A20P3,L
28858,61995CJ0044,31992L0043,A06P4,L
28860,61995CJ0045,31977L0388,A17P6,L
28889,61995CJ0047,31992R2913,ENTIRE_ARTICLE,R
28918,61995CJ0053,31971R1408,ENTIRE_ARTICLE,R
28962,61995CJ0059,31971R1408,A79,R
28986,61995CJ0066,31979L0007,ENTIRE_ARTICLE,L
28996,61995CJ0067,31987R2658,TR1AP3LC,R
29093,61995CJ0077,31979L0007,ENTIRE_ARTICLE,L
29116,61995CJ0080,31977L0388,A13LBLDPT5,L
29125,61995CJ0085,31977L0388,A22P8,L
29133,61995CJ0088,31971R1408,A67P3,R
29166,61995CJ0100,31976L0207,A03P1,L
29243,61995CJ0120,31971R1408,A22P1,R
29247,61995CJ0121,31987R2658,8471-9359,R
29272,61995CJ0126,31971R1408,N6IPT2,R
29322,61995CJ0130,31992R2913,A244L3,R
29327,61995CJ0131,31971R1408,A71P1LALII,R
29349,61995CJ0136,31976L0207,ENTIRE_ARTICLE,L
29369,61995CJ0139,31979L0007,A07P1,L
29450,61995CJ0164,31987R2658,ENTIRE_ARTICLE,R
29482,61995CJ0167,31977L0388,A09P2LE,L
29497,61995CJ0170,31971R1408,A69P4,R
29560,61995CJ0180,31976L0207,ENTIRE_ARTICLE,L
29584,61995CJ0185,31962R0017,A15,R
29600,61995CJ0188,31969L0335,ENTIRE_ARTICLE,L
29608,61995CJ0190,31977L0388,A09P2LE,L
29620,61995CJ0219,31962R0017,A15P2,R
29633,61995CJ0221,31971R1408,A14QUATER,R
29810,61995CJ0247,31977L0388,A13LBLB,L
29836,61995CJ0251,31994R0040,A09P1LB,R
29859,61995CJ0258,31977L0388,A06P2,L
29876,61995CJ0260,31977L0388,A26P2,L
29886,61995CJ0264,31962R0017,ENTIRE_ARTICLE,R
29912,61995CJ0266,31971R1408,N1PTILC,R
29951,61995CJ0274,31987R2658,3505-1050,R
29963,61995CJ0279,31962R0017,ENTIRE_ARTICLE,R
29973,61995CJ0282,31962R0017,A19P2,R
29985,61995CJ0283,31977L0388,ENTIRE_ARTICLE,L
30153,61995CJ0320,31971R1408,ENTIRE_ARTICLE,R
30166,61995CJ0322,31972R0574,A15P1LFLII,R
30197,61995CJ0330,31977L0388,A11LCP1L2,L
30211,61995CJ0334,31992R2913,A244,R
30220,61995CJ0335,31972R0574,A36P4,R
30223,61995CJ0336,31977L0187,ENTIRE_ARTICLE,L
30232,61995CJ0337,31989L0104,ENTIRE_ARTICLE,L
30237,61995CJ0338,31987R2658,ENTIRE_ARTICLE,R
30307,61995CJ0346,31977L0388,A13LBLBPT1,L
30311,61995CJ0347,31977L0388,A33,L
30315,61995CJ0349,31989L0104,A07P2,L
30323,61995CJ0352,31989L0104,A07P2,L
30451,61995CJ0370,31977L0388,A33,L
30472,61995CJ0382,31987R2658,8571,R
30482,61995CJ0384,31977L0388,A11LAP1LA,L
30554,61995CJ0400,31976L0207,ENTIRE_ARTICLE,L
30558,61995CJ0405,31987R2658,3004,R
30565,61995CJ0408,31977L0388,A28DUODECIES,L
30579,61995CJ0409,31976L0207,A02P4,L
30647,61995CO0137,31962R0017,A15P2,R
30671,61995CO0270,31994R0040,A115P2,R
30721,61996CJ0003,31979L0409,N1,L
30771,61996CJ0008,31969L0335,ENTIRE_ARTICLE,L
30778,61996CJ0010,31979L0409,A09P1LC,L
30801,61996CJ0015,31968R1612,A07P4,R
30817,61996CJ0020,31971R1408,N2BIS,R
30851,61996CJ0028,31977L0388,A33,L
30858,61996CJ0031,31971R1408,N6DPT4,R
30888,61996CJ0042,31969L0335,ENTIRE_ARTICLE,L
30898,61996CJ0043,31977L0388,ENTIRE_ARTICLE,L
30942,61996CJ0053,31994R0040,A99,R
30964,61996CJ0057,31971R1408,ENTIRE_ARTICLE,R
30967,61996CJ0060,31977L0388,A13LBLB,L
30999,61996CJ0063,31977L0388,A27P1,L
31007,61996CJ0064,31968R1612,ENTIRE_ARTICLE,R
31014,61996CJ0066,31976L0207,ENTIRE_ARTICLE,L
31046,61996CJ0080,31987R2658,TR1AP3LC,R
31070,61996CJ0085,31971R1408,N1PT1LC,R
31084,61996CJ0090,31968R1612,A03,R
31184,61996CJ0103,31987R2658,ENTIRE_ARTICLE,R
31195,61996CJ0105,31968R0950,TR1AP3LB,R
31223,61996CJ0113,31972R0574,A118P1,R
31248,61996CJ0116,31977L0388,A11LAP1LA,L
31271,61996CJ0124,31977L0388,A13LAP2LA,L
31283,61996CJ0127,31977L0187,A01P1,L
31315,61996CJ0130,31977L0388,A33,L
31332,61996CJ0131,31971R1408,ENTIRE_ARTICLE,R
31341,61996CJ0132,31971R1408,N2BISPTHLE,R
31386,61996CJ0141,31977L0388,A22P3LC,L
31394,61996CJ0143,31987R2658,0906-1000,R
31400,61996CJ0144,31971R1408,A51P2,R
31402,61996CJ0145,31977L0388,A09P2LET3,L
31433,61996CJ0154,31979L0007,A07P1LA,L
31471,61996CJ0158,31971R1408,A22,R
31485,61996CJ0160,31971R1408,ENTIRE_ARTICLE,R
31559,61996CJ0172,31977L0388,ENTIRE_ARTICLE,L
31561,61996CJ0173,31977L0187,ENTIRE_ARTICLE,L
31633,61996CJ0185,31971R1408,A04P1LH,R
31664,61996CJ0187,31968R1612,A07P1,R
31710,61996CJ0194,31971R1408,N1PTILC,R
31716,61996CJ0197,31976L0207,A09P1,L
31733,61996CJ0201,31987R2658,C8,R
31775,61996CJ0207,31976L0207,A05,L
31977,61996CJ0248,31971R1408,N6JPT4LC,R
31982,61996CJ0249,31976L0207,ENTIRE_ARTICLE,L
32056,61996CJ0270,31987R2658,ENTIRE_ARTICLE,R
32078,61996CJ0275,31972R0574,ENTIRE_ARTICLE,R
32170,61996CJ0292,31993R2454,A405,R
32178,61996CJ0297,31971R1408,N6,R
32203,61996CJ0307,31971R1408,A95BISP4,R
32211,61996CJ0308,31977L0388,A26P4,L
32234,61996CJ0315,31992R2913,A12P6,R
32255,61996CJ0318,31977L0388,A33,L
32325,61996CJ0329,31992L0043,ENTIRE_ARTICLE,L
32330,61996CJ0336,31968R1612,ENTIRE_ARTICLE,R
32383,61996CJ0347,31969L0335,A10LA,L
32401,61996CJ0349,31977L0388,A33,L
32409,61996CJ0350,31968R1612,A03,R
32449,61996CJ0355,31989L0104,ENTIRE_ARTICLE,L
32459,61996CJ0361,31977L0388,A22P3,L
32473,61996CJ0366,31971R1408,A95BISP4,R
32581,61996CJ0377,31979L0007,A07P1LA,L
32619,61996CJ0390,31977L0388,A17P4,L
32633,61996CJ0392,31979L0409,ENTIRE_ARTICLE,L
32665,61996CJ0394,31976L0207,ENTIRE_ARTICLE,L
32693,61996CJ0397,31971R1408,A93P1LA,R
32698,61996CJ0399,31977L0187,ENTIRE_ARTICLE,L
32750,61996CJ0411,31976L0207,ENTIRE_ARTICLE,L
32811,61996CO0059,31962R0017,A03,R
32887,61997CJ0003,31977L0388,ENTIRE_ARTICLE,L
32893,61997CJ0004,31969L0335,ENTIRE_ARTICLE,L
32936,61997CJ0031,31969L0335,A12P1LD,L
