case_id,bcoefficient,publication_year,total_citations,max_citations_in_a_year,max_citation_year,awakening_time_year,sleep_time_years,time_from_awakening_to_peak_years,top_cited,source_x,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,ruling_type,ruling_content,source_y,subject
61972CJ0038,946.0,1972,1,1,2016,2015,43,1,0,61972CJ0038,  Case 38-72,EU:C:1972:127,Judgement,Pescatore,Mayras,Germany,Germany-not_specified,not_specified,2,1972-06-28,1972-12-14,1972,12,1972.0,6.0,169 days 00:00:00.000000000,1,0,Judgment of the Court of 14 December 1972. , Arend van de Poll KG v Hauptzollamt Trier. , Reference for a preliminary ruling: Finanzgericht Rheinland-Pfalz - Germany. , Common customs tariff - Position 23.07. ,61972CJ0038,Free movement of goods
61972CJ0038,946.0,1972,1,1,2016,2015,43,1,0,61972CJ0038,  Case 38-72,EU:C:1972:127,Judgement,Pescatore,Mayras,Germany,Germany-not_specified,not_specified,2,1972-06-28,1972-12-14,1972,12,1972.0,6.0,169 days 00:00:00.000000000,1,0,Judgment of the Court of 14 December 1972. , Arend van de Poll KG v Hauptzollamt Trier. , Reference for a preliminary ruling: Finanzgericht Rheinland-Pfalz - Germany. , Common customs tariff - Position 23.07. ,61972CJ0038,Customs Union
61972CJ0038,946.0,1972,1,1,2016,2015,43,1,0,61972CJ0038,  Case 38-72,EU:C:1972:127,Judgement,Pescatore,Mayras,Germany,Germany-not_specified,not_specified,2,1972-06-28,1972-12-14,1972,12,1972.0,6.0,169 days 00:00:00.000000000,1,0,Judgment of the Court of 14 December 1972. , Arend van de Poll KG v Hauptzollamt Trier. , Reference for a preliminary ruling: Finanzgericht Rheinland-Pfalz - Germany. , Common customs tariff - Position 23.07. ,61972CJ0038,Cereals
61972CJ0038,946.0,1972,1,1,2016,2015,43,1,0,61972CJ0038,  Case 38-72,EU:C:1972:127,Judgement,Pescatore,Mayras,Germany,Germany-not_specified,not_specified,2,1972-06-28,1972-12-14,1972,12,1972.0,6.0,169 days 00:00:00.000000000,1,0,Judgment of the Court of 14 December 1972. , Arend van de Poll KG v Hauptzollamt Trier. , Reference for a preliminary ruling: Finanzgericht Rheinland-Pfalz - Germany. , Common customs tariff - Position 23.07. ,61972CJ0038,Agriculture and Fisheries
61972CJ0038,946.0,1972,1,1,2016,2015,43,1,0,61972CJ0038,  Case 38-72,EU:C:1972:127,Judgement,Pescatore,Mayras,Germany,Germany-not_specified,not_specified,2,1972-06-28,1972-12-14,1972,12,1972.0,6.0,169 days 00:00:00.000000000,1,0,Judgment of the Court of 14 December 1972. , Arend van de Poll KG v Hauptzollamt Trier. , Reference for a preliminary ruling: Finanzgericht Rheinland-Pfalz - Germany. , Common customs tariff - Position 23.07. ,61972CJ0038,Common customs tariff
61972CJ0038,946.0,1972,1,1,2016,2015,43,1,0,61972CJ0038,  Case 38-72,EU:C:1972:127,Judgement,Pescatore,Mayras,Germany,Germany-not_specified,not_specified,2,1972-06-28,1972-12-14,1972,12,1972.0,6.0,169 days 00:00:00.000000000,1,0,Judgment of the Court of 14 December 1972. , Arend van de Poll KG v Hauptzollamt Trier. , Reference for a preliminary ruling: Finanzgericht Rheinland-Pfalz - Germany. , Common customs tariff - Position 23.07. ,61972CJ0038,Free movement of goods
61972CJ0038,946.0,1972,1,1,2016,2015,43,1,0,61972CJ0038,  Case 38-72,EU:C:1972:127,Judgement,Pescatore,Mayras,Germany,Germany-not_specified,not_specified,2,1972-06-28,1972-12-14,1972,12,1972.0,6.0,169 days 00:00:00.000000000,1,0,Judgment of the Court of 14 December 1972. , Arend van de Poll KG v Hauptzollamt Trier. , Reference for a preliminary ruling: Finanzgericht Rheinland-Pfalz - Germany. , Common customs tariff - Position 23.07. ,61972CJ0038,Customs Union
61972CJ0038,946.0,1972,1,1,2016,2015,43,1,0,61972CJ0038,  Case 38-72,EU:C:1972:127,Judgement,Pescatore,Mayras,Germany,Germany-not_specified,not_specified,2,1972-06-28,1972-12-14,1972,12,1972.0,6.0,169 days 00:00:00.000000000,1,0,Judgment of the Court of 14 December 1972. , Arend van de Poll KG v Hauptzollamt Trier. , Reference for a preliminary ruling: Finanzgericht Rheinland-Pfalz - Germany. , Common customs tariff - Position 23.07. ,61972CJ0038,Cereals
61972CJ0038,946.0,1972,1,1,2016,2015,43,1,0,61972CJ0038,  Case 38-72,EU:C:1972:127,Judgement,Pescatore,Mayras,Germany,Germany-not_specified,not_specified,2,1972-06-28,1972-12-14,1972,12,1972.0,6.0,169 days 00:00:00.000000000,1,0,Judgment of the Court of 14 December 1972. , Arend van de Poll KG v Hauptzollamt Trier. , Reference for a preliminary ruling: Finanzgericht Rheinland-Pfalz - Germany. , Common customs tariff - Position 23.07. ,61972CJ0038,Agriculture and Fisheries
61968CJ0028,946.0,1969,1,1,2013,2012,43,1,0,61968CJ0028,  Case 28-68,EU:C:1969:17,Judgement,Monaco,Roemer,France,France-not_specified,not_specified,1,1968-11-23,1969-05-07,1969,5,1968.0,11.0,165 days 00:00:00.000000000,1,0,Judgment of the Court of 7 May 1969. , Caisse régionale de sécurité sociale du nord de la France v Achille Torrekens. ,not_specified, Reference for a preliminary ruling: Cour de cassation - France. ,61968CJ0028,Social security for migrant workers
