,case_id,bcoefficient,publication_year,total_citations,max_citations_in_a_year,max_citation_year,awakening_time_year,sleep_time_years,time_from_awakening_to_peak_years,peak_year_relative_importance,sleep_to_peak_ratio,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,degree_centrality,closeness_centrality,betweenness_centrality,pagerank,hits_hubs,hits_authorities,case_name,top_cited,source,subject
2095,62014CJ0198,2.0,2015,5,3,2017,2016,1,1,0.6,1.0,Case C-198/14,EU:C:2015:751,Judgement,Vajda,Bot,Finland,Finland-Fifth Chamber,Fifth Chamber,4,2014-04-22,2015-11-12,2015,11,2014.0,4.0,1.558904109589041,1,0,Judgment of the Court (Fifth Chamber) of 12 November 2015.,Valev Visnapuu v Kihlakunnansyyttäjä (Helsinki) and Suomen valtio - Tullihallitus.,0.0008146270818247647,0.00044560797638277725,7.801384475074314e-05,4.188895282927949e-05,0.00013765984898005145,4.413762293454527e-05,62014CJ0198: Valev Visnapuu v Kihlakunnansyyttäjä (Helsinki) and Suomen valtio - Tullihallitus.,0,62014CJ0198,Environment
2101,62014CJ0198,2.0,2015,5,3,2017,2016,1,1,0.6,1.0,Case C-198/14,EU:C:2015:751,Judgement,Vajda,Bot,Finland,Finland-Fifth Chamber,Fifth Chamber,4,2014-04-22,2015-11-12,2015,11,2014.0,4.0,1.558904109589041,1,0,Judgment of the Court (Fifth Chamber) of 12 November 2015.,Valev Visnapuu v Kihlakunnansyyttäjä (Helsinki) and Suomen valtio - Tullihallitus.,0.0008146270818247647,0.00044560797638277725,7.801384475074314e-05,4.188895282927949e-05,0.00013765984898005145,4.413762293454527e-05,62014CJ0198: Valev Visnapuu v Kihlakunnansyyttäjä (Helsinki) and Suomen valtio - Tullihallitus.,0,62014CJ0198,Environment
2107,62014CJ0198,2.0,2015,5,3,2017,2016,1,1,0.6,1.0,Case C-198/14,EU:C:2015:751,Judgement,Vajda,Bot,Finland,Finland-Fifth Chamber,Fifth Chamber,4,2014-04-22,2015-11-12,2015,11,2014.0,4.0,1.558904109589041,1,0,Judgment of the Court (Fifth Chamber) of 12 November 2015.,Valev Visnapuu v Kihlakunnansyyttäjä (Helsinki) and Suomen valtio - Tullihallitus.,0.0008146270818247647,0.00044560797638277725,7.801384475074314e-05,4.188895282927949e-05,0.00013765984898005145,4.413762293454527e-05,62014CJ0198: Valev Visnapuu v Kihlakunnansyyttäjä (Helsinki) and Suomen valtio - Tullihallitus.,0,62014CJ0198,Environment
2113,62014CJ0198,2.0,2015,5,3,2017,2016,1,1,0.6,1.0,Case C-198/14,EU:C:2015:751,Judgement,Vajda,Bot,Finland,Finland-Fifth Chamber,Fifth Chamber,4,2014-04-22,2015-11-12,2015,11,2014.0,4.0,1.558904109589041,1,0,Judgment of the Court (Fifth Chamber) of 12 November 2015.,Valev Visnapuu v Kihlakunnansyyttäjä (Helsinki) and Suomen valtio - Tullihallitus.,0.0008146270818247647,0.00044560797638277725,7.801384475074314e-05,4.188895282927949e-05,0.00013765984898005145,4.413762293454527e-05,62014CJ0198: Valev Visnapuu v Kihlakunnansyyttäjä (Helsinki) and Suomen valtio - Tullihallitus.,0,62014CJ0198,Environment
2115,62014CJ0167,1.0,2015,3,1,2017,2016,1,1,0.3333333333333333,1.0,Case C-167/14,EU:C:2015:684,Judgement,Bay Larsen,Bot,Greece,Greece-Fourth Chamber,Fourth Chamber,1,2014-04-07,2015-10-15,2015,10,2014.0,4.0,1.5232876712328767,1,0,Judgment of the Court (Fourth Chamber) of 15 October 2015.,European Commission v Hellenic Republic.,0.0002715423606082549,0.03385155939582345,6.096469047946413e-05,6.327088536936283e-05,8.356034447641658e-07,3.8139762040935797e-06,62014CJ0167: European Commission v Hellenic Republic.,0,62014CJ0167,Environment
2116,62013CJ0551,0.0,2014,2,2,2015,2014,0,1,1.0,0.0,Case Câ551/13,EU:C:2014:2467,Judgement,Biltgen,Bot,Italy,Italy-Sixth Chamber,Sixth Chamber,1,2013-10-25,2014-12-18,2014,12,2013.0,10.0,1.1479452054794521,1,0,Judgment of the Court (Sixth Chamber); 18 December 2014.,Società Edilizia Turistica Alberghiera Residenziale (SETAR) SpA v Comune di Quartu S. Elena.,0.0002715423606082549,0.0002036567704561912,4.5032839826189983e-07,3.7634105208197195e-05,4.220606901651487e-06,9.400723090041306e-06,62013CJ0551: Società Edilizia Turistica Alberghiera Residenziale (SETAR) SpA v Comune di Quartu S. Elena.,0,62013CJ0551,Environment
2118,62011CJ0576,0.0,2013,4,3,2014,2013,0,1,0.75,0.0,Case Câ576/11,EU:C:2013:773,Judgement,Borg Barthet,Bot,Luxembourg,Luxembourg-First Chamber,First Chamber,1,2011-11-18,2013-11-28,2013,11,2011.0,11.0,2.03013698630137,1,0,Judgment of the Court (First Chamber); 28 November 2013.,European Commission v Grand-Duché de Luxembourg.,0.0006335988414192613,0.04026493432438945,0.0001921076165229816,6.830011687988322e-05,2.157476875158604e-06,5.321047718256046e-06,62011CJ0576: European Commission v Grand-Duché de Luxembourg.,0,62011CJ0576,Environment
2120,62012CJ0195,0.0,2013,3,2,2014,2013,0,1,0.6666666666666666,0.0,Case Câ195/12,EU:C:2013:598,Judgement,Prechal,Bot,Belgium,Belgium-Fourth Chamber,Fourth Chamber,3,2012-04-26,2013-09-26,2013,9,2012.0,4.0,1.4191780821917808,1,0,Judgment of the Court (Fourth Chamber); 26 September 2013.,Industrie du bois de Vielsalm &amp; Cie (IBV) SA v Région wallonne.,0.0006335988414192613,0.00029622802975445985,3.9187902637043014e-05,4.466887022803892e-05,1.1528721253569953e-05,5.221943695207566e-06,62012CJ0195: Industrie du bois de Vielsalm &amp; Cie (IBV) SA v Région wallonne.,0,62012CJ0195,Environment
2123,62012CJ0195,0.0,2013,3,2,2014,2013,0,1,0.6666666666666666,0.0,Case Câ195/12,EU:C:2013:598,Judgement,Prechal,Bot,Belgium,Belgium-Fourth Chamber,Fourth Chamber,3,2012-04-26,2013-09-26,2013,9,2012.0,4.0,1.4191780821917808,1,0,Judgment of the Court (Fourth Chamber); 26 September 2013.,Industrie du bois de Vielsalm &amp; Cie (IBV) SA v Région wallonne.,0.0006335988414192613,0.00029622802975445985,3.9187902637043014e-05,4.466887022803892e-05,1.1528721253569953e-05,5.221943695207566e-06,62012CJ0195: Industrie du bois de Vielsalm &amp; Cie (IBV) SA v Région wallonne.,0,62012CJ0195,Environment
2126,62012CJ0195,0.0,2013,3,2,2014,2013,0,1,0.6666666666666666,0.0,Case Câ195/12,EU:C:2013:598,Judgement,Prechal,Bot,Belgium,Belgium-Fourth Chamber,Fourth Chamber,3,2012-04-26,2013-09-26,2013,9,2012.0,4.0,1.4191780821917808,1,0,Judgment of the Court (Fourth Chamber); 26 September 2013.,Industrie du bois de Vielsalm &amp; Cie (IBV) SA v Région wallonne.,0.0006335988414192613,0.00029622802975445985,3.9187902637043014e-05,4.466887022803892e-05,1.1528721253569953e-05,5.221943695207566e-06,62012CJ0195: Industrie du bois de Vielsalm &amp; Cie (IBV) SA v Région wallonne.,0,62012CJ0195,Environment
2131,62010CJ0015,15.0,2011,8,5,2014,2013,2,1,0.625,0.5,  Case C-15/10,EU:C:2011:504,Judgement,Toader,Bot,United Kingdom,United Kingdom-Fourth Chamber,Fourth Chamber,4,2010-01-11,2011-07-21,2011,7,2010.0,1.0,1.5232876712328767,1,0,Judgment of the Court (Fourth Chamber) of 21 July 2011. , Etimine SA v Secretary of State for Work and Pensions. ,0.001176683562635771,0.000724112961622013,0.0002297717769294019,0.00011140703711961784,2.8612442688990174e-05,4.722108122760926e-06,62010CJ0015:  Etimine SA v Secretary of State for Work and Pensions. ,0,62010CJ0015,Environment
2135,62010CJ0015,15.0,2011,8,5,2014,2013,2,1,0.625,0.5,  Case C-15/10,EU:C:2011:504,Judgement,Toader,Bot,United Kingdom,United Kingdom-Fourth Chamber,Fourth Chamber,4,2010-01-11,2011-07-21,2011,7,2010.0,1.0,1.5232876712328767,1,0,Judgment of the Court (Fourth Chamber) of 21 July 2011. , Etimine SA v Secretary of State for Work and Pensions. ,0.001176683562635771,0.000724112961622013,0.0002297717769294019,0.00011140703711961784,2.8612442688990174e-05,4.722108122760926e-06,62010CJ0015:  Etimine SA v Secretary of State for Work and Pensions. ,0,62010CJ0015,Environment
2139,62010CJ0015,15.0,2011,8,5,2014,2013,2,1,0.625,0.5,  Case C-15/10,EU:C:2011:504,Judgement,Toader,Bot,United Kingdom,United Kingdom-Fourth Chamber,Fourth Chamber,4,2010-01-11,2011-07-21,2011,7,2010.0,1.0,1.5232876712328767,1,0,Judgment of the Court (Fourth Chamber) of 21 July 2011. , Etimine SA v Secretary of State for Work and Pensions. ,0.001176683562635771,0.000724112961622013,0.0002297717769294019,0.00011140703711961784,2.8612442688990174e-05,4.722108122760926e-06,62010CJ0015:  Etimine SA v Secretary of State for Work and Pensions. ,0,62010CJ0015,Environment
2143,62010CJ0015,15.0,2011,8,5,2014,2013,2,1,0.625,0.5,  Case C-15/10,EU:C:2011:504,Judgement,Toader,Bot,United Kingdom,United Kingdom-Fourth Chamber,Fourth Chamber,4,2010-01-11,2011-07-21,2011,7,2010.0,1.0,1.5232876712328767,1,0,Judgment of the Court (Fourth Chamber) of 21 July 2011. , Etimine SA v Secretary of State for Work and Pensions. ,0.001176683562635771,0.000724112961622013,0.0002297717769294019,0.00011140703711961784,2.8612442688990174e-05,4.722108122760926e-06,62010CJ0015:  Etimine SA v Secretary of State for Work and Pensions. ,0,62010CJ0015,Environment
2145,62009CJ0120,0.0,2009,3,1,2010,2009,0,1,0.3333333333333333,0.0,  Case C-120/09,EU:C:2009:802,Judgement,Berger,Bot,Belgium,Belgium-Fifth Chamber,Fifth Chamber,1,2009-04-01,2009-12-17,2009,12,2009.0,4.0,0.7123287671232876,1,0,Judgment of the Court (Fifth Chamber) of 17 December 2009. , European Commission v Kingdom of Belgium. ,0.0004525706010137581,0.00036205648081100655,2.027903027987782e-07,3.5018578795238065e-05,2.9890634459215775e-06,5.994436722411043e-06,62009CJ0120:  European Commission v Kingdom of Belgium. ,0,62009CJ0120,Environment
2148,62008CJ0417,0.0,2009,1,1,2009,2009,0,0,1.0,0.0,  Case C-417/08,EU:C:2009:384,Judgement,Kasel,Bot,United Kingdom,United Kingdom-Fifth Chamber,Fifth Chamber,1,2008-09-22,2009-06-18,2009,6,2008.0,9.0,0.736986301369863,1,0,Judgment of the Court (Fifth Chamber) of 18 June 2009. , Commission of the European Communities v United Kingdom. ,0.0003620564808110065,0.02861230462436482,0.00029066005722068347,4.701997388584096e-05,8.261301710909717e-06,6.088450124035312e-08,62008CJ0417:  Commission of the European Communities v United Kingdom. ,0,62008CJ0417,Environment
2150,62006CJ0362,0.0,2009,5,2,2009,2009,0,0,0.4,0.0,  Case C-362/06 P,EU:C:2009:243,Judgement,Bay Larsen,Bot,Finland,Finland-Second Chamber,Second Chamber,2,2006-09-04,2009-04-23,2009,4,2006.0,9.0,2.6356164383561644,1,0,Judgment of the Court (Second Chamber) of 23 April 2009. , Markku Sahlstedt and Others v Commission of the European Communities. ,0.0016292541636495294,0.0006228233509189339,9.390513771105173e-05,6.327504324958037e-05,2.008448109871573e-05,5.099875959815786e-06,62006CJ0362:  Markku Sahlstedt and Others v Commission of the European Communities. ,0,62006CJ0362,Environment
2152,62006CJ0362,0.0,2009,5,2,2009,2009,0,0,0.4,0.0,  Case C-362/06 P,EU:C:2009:243,Judgement,Bay Larsen,Bot,Finland,Finland-Second Chamber,Second Chamber,2,2006-09-04,2009-04-23,2009,4,2006.0,9.0,2.6356164383561644,1,0,Judgment of the Court (Second Chamber) of 23 April 2009. , Markku Sahlstedt and Others v Commission of the European Communities. ,0.0016292541636495294,0.0006228233509189339,9.390513771105173e-05,6.327504324958037e-05,2.008448109871573e-05,5.099875959815786e-06,62006CJ0362:  Markku Sahlstedt and Others v Commission of the European Communities. ,0,62006CJ0362,Environment
2155,62006CJ0014,15.0,2008,1,1,2014,2013,5,1,1.0,0.2,  Joined cases C-14/06 and C-295/06,EU:C:2008:176,Judgement,Rosas,Bot,Denmark,Denmark-Grand Chamber,Grand Chamber,3,2006-01-11,2008-04-01,2008,4,2006.0,1.0,2.221917808219178,1,1,Judgment of the Court (Grand Chamber) of 1 April 2008. , European Parliament (C-14/06) and Kingdom of Denmark (C-295/06) v Commission of the European Communities. ,0.0008146270818247647,0.0002262853005068791,1.3216673606044369e-05,3.231306928868884e-05,7.449416474863887e-05,1.1032156572727146e-06,62006CJ0014:  European Parliament (C-14/06) and Kingdom of Denmark (C-295/06) v Commission of the European Communities. ,0,62006CJ0014,Environment
2158,62006CJ0014,15.0,2008,1,1,2014,2013,5,1,1.0,0.2,  Joined cases C-14/06 and C-295/06,EU:C:2008:176,Judgement,Rosas,Bot,Denmark,Denmark-Grand Chamber,Grand Chamber,3,2006-01-11,2008-04-01,2008,4,2006.0,1.0,2.221917808219178,1,1,Judgment of the Court (Grand Chamber) of 1 April 2008. , European Parliament (C-14/06) and Kingdom of Denmark (C-295/06) v Commission of the European Communities. ,0.0008146270818247647,0.0002262853005068791,1.3216673606044369e-05,3.231306928868884e-05,7.449416474863887e-05,1.1032156572727146e-06,62006CJ0014:  European Parliament (C-14/06) and Kingdom of Denmark (C-295/06) v Commission of the European Communities. ,0,62006CJ0014,Environment
2161,62006CJ0014,15.0,2008,1,1,2014,2013,5,1,1.0,0.2,  Joined cases C-14/06 and C-295/06,EU:C:2008:176,Judgement,Rosas,Bot,Denmark,Denmark-Grand Chamber,Grand Chamber,3,2006-01-11,2008-04-01,2008,4,2006.0,1.0,2.221917808219178,1,1,Judgment of the Court (Grand Chamber) of 1 April 2008. , European Parliament (C-14/06) and Kingdom of Denmark (C-295/06) v Commission of the European Communities. ,0.0008146270818247647,0.0002262853005068791,1.3216673606044369e-05,3.231306928868884e-05,7.449416474863887e-05,1.1032156572727146e-06,62006CJ0014:  European Parliament (C-14/06) and Kingdom of Denmark (C-295/06) v Commission of the European Communities. ,0,62006CJ0014,Environment
2163,62005CJ0263,0.0,2007,4,1,2007,2007,0,0,0.25,0.0,  Case C-263/05,EU:C:2007:808,Judgement,Ã Caoimh,Bot,Italy,Italy-Third Chamber,Third Chamber,1,2005-06-23,2007-12-18,2007,12,2005.0,6.0,2.4876712328767123,1,0,Judgment of the Court (Third Chamber) of 18 December 2007. , Commission of the European Communities v Italian Republic. ,0.0009051412020275162,0.03540519950557919,9.228319863159468e-05,6.997878833847465e-05,2.143645407065444e-05,7.1931614719288255e-06,62005CJ0263:  Commission of the European Communities v Italian Republic. ,0,62005CJ0263,Environment
2164,62005CJ0248,4.0,2007,7,4,2009,2008,1,1,0.5714285714285714,1.0,  Case C-248/05,EU:C:2007:629,Judgement,Makarczyk,Bot,Ireland,Ireland-Second Chamber,Second Chamber,2,2005-06-14,2007-10-25,2007,10,2005.0,6.0,2.3643835616438356,1,0,Judgment of the Court (Second Chamber) of 25 October 2007. , Commission of the European Communities v Ireland. ,0.001176683562635771,0.03877392349219215,0.00010784427328225284,8.944285774087007e-05,5.140605737374646e-05,7.260541902213207e-05,62005CJ0248:  Commission of the European Communities v Ireland. ,0,62005CJ0248,Environment
2167,62005CJ0248,4.0,2007,7,4,2009,2008,1,1,0.5714285714285714,1.0,  Case C-248/05,EU:C:2007:629,Judgement,Makarczyk,Bot,Ireland,Ireland-Second Chamber,Second Chamber,2,2005-06-14,2007-10-25,2007,10,2005.0,6.0,2.3643835616438356,1,0,Judgment of the Court (Second Chamber) of 25 October 2007. , Commission of the European Communities v Ireland. ,0.001176683562635771,0.03877392349219215,0.00010784427328225284,8.944285774087007e-05,5.140605737374646e-05,7.260541902213207e-05,62005CJ0248:  Commission of the European Communities v Ireland. ,0,62005CJ0248,Environment
3037,62015CJ0549,0.0,2017,1,0,2017,2017,0,0,0.0,0.0,Case C-549/15,EU:C:2017:490,Judgement,Prechal,Campos SÃ¡nchez-Bordona,Sweden,Sweden-Second Chamber,Second Chamber,2,2015-10-22,2017-06-22,2017,6,2015.0,10.0,1.6684931506849314,1,0,Judgment of the Court (Second Chamber) of 22 June 2017.,E.ON Biofor Sverige AB v Statens energimyndighet.,0.0002715423606082549,0.0,0.0,2.769082607392964e-05,3.133453524099641e-05,0.0,62015CJ0549: E.ON Biofor Sverige AB v Statens energimyndighet.,0,62015CJ0549,Environment
3039,62015CJ0549,0.0,2017,1,0,2017,2017,0,0,0.0,0.0,Case C-549/15,EU:C:2017:490,Judgement,Prechal,Campos SÃ¡nchez-Bordona,Sweden,Sweden-Second Chamber,Second Chamber,2,2015-10-22,2017-06-22,2017,6,2015.0,10.0,1.6684931506849314,1,0,Judgment of the Court (Second Chamber) of 22 June 2017.,E.ON Biofor Sverige AB v Statens energimyndighet.,0.0002715423606082549,0.0,0.0,2.769082607392964e-05,3.133453524099641e-05,0.0,62015CJ0549: E.ON Biofor Sverige AB v Statens energimyndighet.,0,62015CJ0549,Environment
3042,62016CJ0004,0.0,2017,1,0,2017,2017,0,0,0.0,0.0,Case C-4/16,EU:C:2017:153,Judgement,JaraÅ¡iÅ«nas,Campos SÃ¡nchez-Bordona,Poland,Poland-Second Chamber,Second Chamber,2,2016-01-04,2017-03-02,2017,3,2016.0,1.0,1.158904109589041,1,0,Judgment of the Court (Second Chamber) of 2 March 2017.,J. D. v Prezes Urzędu Regulacji Energetyki.,,,,,,,62016CJ0004: J. D. v Prezes Urzędu Regulacji Energetyki.,0,62016CJ0004,Environment
3044,62016CJ0004,0.0,2017,1,0,2017,2017,0,0,0.0,0.0,Case C-4/16,EU:C:2017:153,Judgement,JaraÅ¡iÅ«nas,Campos SÃ¡nchez-Bordona,Poland,Poland-Second Chamber,Second Chamber,2,2016-01-04,2017-03-02,2017,3,2016.0,1.0,1.158904109589041,1,0,Judgment of the Court (Second Chamber) of 2 March 2017.,J. D. v Prezes Urzędu Regulacji Energetyki.,,,,,,,62016CJ0004: J. D. v Prezes Urzędu Regulacji Energetyki.,0,62016CJ0004,Environment
3045,62015CJ0104,0.0,2016,1,0,2016,2016,0,0,0.0,0.0,Case C-104/15,EU:C:2016:581,Judgement,Lycourgos,Campos SÃ¡nchez-Bordona,Romania,Romania-Ninth Chamber,Ninth Chamber,1,2015-03-03,2016-07-21,2016,7,2015.0,3.0,1.3863013698630138,1,0,Judgment of the Court (Ninth Chamber) of 21 July 2016.,European Commission v Romania.,0.001176683562635771,0.0,0.0,2.769082607392964e-05,8.970231111251066e-05,0.0,62015CJ0104: European Commission v Romania.,0,62015CJ0104,Environment
3743,61981CJ0096,489.0,1982,28,4,1999,1998,16,1,0.14285714285714285,0.0625,  Case 96/81,EU:C:1982:192,Judgement,Everling,Capotorti,Netherlands,Netherlands-not_specified,not_specified,2,1981-04-24,1982-05-25,1982,5,1981.0,4.0,1.084931506849315,1,0,Judgment of the Court of 25 May 1982. , Commission of the European Communities v Kingdom of the Netherlands. ,0.002534395365677045,0.0801767615343447,0.0,0.0009115950500615725,0.0,0.000115671637534498,61981CJ0096:  Commission of the European Communities v Kingdom of the Netherlands. ,1,61981CJ0096,Environment
3745,61981CJ0096,489.0,1982,28,4,1999,1998,16,1,0.14285714285714285,0.0625,  Case 96/81,EU:C:1982:192,Judgement,Everling,Capotorti,Netherlands,Netherlands-not_specified,not_specified,2,1981-04-24,1982-05-25,1982,5,1981.0,4.0,1.084931506849315,1,0,Judgment of the Court of 25 May 1982. , Commission of the European Communities v Kingdom of the Netherlands. ,0.002534395365677045,0.0801767615343447,0.0,0.0009115950500615725,0.0,0.000115671637534498,61981CJ0096:  Commission of the European Communities v Kingdom of the Netherlands. ,1,61981CJ0096,Environment
3747,61981CJ0097,30.0,1982,3,2,1988,1987,5,1,0.6666666666666666,0.2,  Case 97/81,EU:C:1982:193,Judgement,Everling,Capotorti,Netherlands,Netherlands-not_specified,not_specified,2,1981-04-24,1982-05-25,1982,5,1981.0,4.0,1.084931506849315,1,0,Judgment of the Court of 25 May 1982. , Commission of the European Communities v Kingdom of the Netherlands. ,0.00018102824040550325,0.06431020885232798,0.0,0.00021550605240483803,0.0,1.5238914385178778e-06,61981CJ0097:  Commission of the European Communities v Kingdom of the Netherlands. ,0,61981CJ0097,Environment
3749,61981CJ0097,30.0,1982,3,2,1988,1987,5,1,0.6666666666666666,0.2,  Case 97/81,EU:C:1982:193,Judgement,Everling,Capotorti,Netherlands,Netherlands-not_specified,not_specified,2,1981-04-24,1982-05-25,1982,5,1981.0,4.0,1.084931506849315,1,0,Judgment of the Court of 25 May 1982. , Commission of the European Communities v Kingdom of the Netherlands. ,0.00018102824040550325,0.06431020885232798,0.0,0.00021550605240483803,0.0,1.5238914385178778e-06,61981CJ0097:  Commission of the European Communities v Kingdom of the Netherlands. ,0,61981CJ0097,Environment
4015,61995CJ0321,3.0,1998,2,1,2001,2000,2,1,0.5,0.5,  Case C-321/95 P,EU:C:1998:153,Judgement,Moitinho de Almeida,Cosmas,Spain; Netherlands,Spain; Netherlands-not_specified,not_specified,4,1995-10-16,1998-04-02,1998,4,1995.0,10.0,2.463013698630137,2,0,Judgment of the Court of 2 April 1998. , Stichting Greenpeace Council (Greenpeace International) and Others v Commission of the European Communities. ,0.00018102824040550325,0.04502997134912078,0.0,5.048859764574826e-05,0.0,8.10781219322095e-06,61995CJ0321:  Stichting Greenpeace Council (Greenpeace International) and Others v Commission of the European Communities. ,0,61995CJ0321,Environment
4020,61995CJ0321,3.0,1998,2,1,2001,2000,2,1,0.5,0.5,  Case C-321/95 P,EU:C:1998:153,Judgement,Moitinho de Almeida,Cosmas,Spain; Netherlands,Spain; Netherlands-not_specified,not_specified,4,1995-10-16,1998-04-02,1998,4,1995.0,10.0,2.463013698630137,2,0,Judgment of the Court of 2 April 1998. , Stichting Greenpeace Council (Greenpeace International) and Others v Commission of the European Communities. ,0.00018102824040550325,0.04502997134912078,0.0,5.048859764574826e-05,0.0,8.10781219322095e-06,61995CJ0321:  Stichting Greenpeace Council (Greenpeace International) and Others v Commission of the European Communities. ,0,61995CJ0321,Environment
4025,61995CJ0321,3.0,1998,2,1,2001,2000,2,1,0.5,0.5,  Case C-321/95 P,EU:C:1998:153,Judgement,Moitinho de Almeida,Cosmas,Spain; Netherlands,Spain; Netherlands-not_specified,not_specified,4,1995-10-16,1998-04-02,1998,4,1995.0,10.0,2.463013698630137,2,0,Judgment of the Court of 2 April 1998. , Stichting Greenpeace Council (Greenpeace International) and Others v Commission of the European Communities. ,0.00018102824040550325,0.04502997134912078,0.0,5.048859764574826e-05,0.0,8.10781219322095e-06,61995CJ0321:  Stichting Greenpeace Council (Greenpeace International) and Others v Commission of the European Communities. ,0,61995CJ0321,Environment
4030,61995CJ0321,3.0,1998,2,1,2001,2000,2,1,0.5,0.5,  Case C-321/95 P,EU:C:1998:153,Judgement,Moitinho de Almeida,Cosmas,Spain; Netherlands,Spain; Netherlands-not_specified,not_specified,4,1995-10-16,1998-04-02,1998,4,1995.0,10.0,2.463013698630137,2,0,Judgment of the Court of 2 April 1998. , Stichting Greenpeace Council (Greenpeace International) and Others v Commission of the European Communities. ,0.00018102824040550325,0.04502997134912078,0.0,5.048859764574826e-05,0.0,8.10781219322095e-06,61995CJ0321:  Stichting Greenpeace Council (Greenpeace International) and Others v Commission of the European Communities. ,0,61995CJ0321,Environment
4135,61995CJ0343,10.0,1997,1,1,2002,2001,4,1,1.0,0.25,  Case C-343/95,EU:C:1997:160,Judgement,Kapteyn,Cosmas,Italy,Italy-not_specified,not_specified,3,1995-10-30,1997-03-18,1997,3,1995.0,10.0,1.3835616438356164,1,0,Judgment of the Court of 18 March 1997. , Diego Calì &amp; Figli Srl v Servizi ecologici porto di Genova SpA (SEPG). ,9.051412020275162e-05,0.056432467843291464,0.0,3.075687285753452e-05,0.0,6.217358544347895e-05,61995CJ0343:  Diego Calì &amp; Figli Srl v Servizi ecologici porto di Genova SpA (SEPG). ,0,61995CJ0343,Environment
4141,61995CJ0343,10.0,1997,1,1,2002,2001,4,1,1.0,0.25,  Case C-343/95,EU:C:1997:160,Judgement,Kapteyn,Cosmas,Italy,Italy-not_specified,not_specified,3,1995-10-30,1997-03-18,1997,3,1995.0,10.0,1.3835616438356164,1,0,Judgment of the Court of 18 March 1997. , Diego Calì &amp; Figli Srl v Servizi ecologici porto di Genova SpA (SEPG). ,9.051412020275162e-05,0.056432467843291464,0.0,3.075687285753452e-05,0.0,6.217358544347895e-05,61995CJ0343:  Diego Calì &amp; Figli Srl v Servizi ecologici porto di Genova SpA (SEPG). ,0,61995CJ0343,Environment
4147,61995CJ0343,10.0,1997,1,1,2002,2001,4,1,1.0,0.25,  Case C-343/95,EU:C:1997:160,Judgement,Kapteyn,Cosmas,Italy,Italy-not_specified,not_specified,3,1995-10-30,1997-03-18,1997,3,1995.0,10.0,1.3835616438356164,1,0,Judgment of the Court of 18 March 1997. , Diego Calì &amp; Figli Srl v Servizi ecologici porto di Genova SpA (SEPG). ,9.051412020275162e-05,0.056432467843291464,0.0,3.075687285753452e-05,0.0,6.217358544347895e-05,61995CJ0343:  Diego Calì &amp; Figli Srl v Servizi ecologici porto di Genova SpA (SEPG). ,0,61995CJ0343,Environment
4202,61998CJ0318,2.0,2000,9,2,2002,2001,1,1,0.2222222222222222,1.0,  Case C-318/98,EU:C:2000:337,Judgement,Ragnemalm,Cosmas,Italy,Italy-Sixth Chamber,Sixth Chamber,1,1998-08-18,2000-06-22,2000,6,1998.0,8.0,1.8465753424657534,1,0,Judgment of the Court (Sixth Chamber) of 22 June 2000. , Criminal proceedings against Giancarlo Fornasar; Andrea Strizzolo; Giancarlo Toso; Lucio Mucchino; Enzo Peressutti and Sante Chiarcosso. ,0.0010861694424330196,0.06073122619555848,4.853353812182576e-05,0.0001349921348855591,6.378459939170304e-05,5.431299150134038e-05,61998CJ0318:  Criminal proceedings against Giancarlo Fornasar; Andrea Strizzolo; Giancarlo Toso; Lucio Mucchino; Enzo Peressutti and Sante Chiarcosso. ,0,61998CJ0318,Environment
4205,61998CJ0274,0.0,2000,4,1,2000,2000,0,0,0.25,0.0,  Case C-274/98,EU:C:2000:206,Judgement,Macken,Cosmas,Spain,Spain-Sixth Chamber,Sixth Chamber,1,1998-07-17,2000-04-13,2000,4,1998.0,7.0,1.7424657534246575,1,0,Judgment of the Court (Sixth Chamber) of 13 April 2000. , Commission of the European Communities v Kingdom of Spain. ,0.0005430847212165098,0.04468697855231296,8.789128525554633e-05,0.00011030281572609011,1.8658617246338405e-05,3.888131928066196e-06,61998CJ0274:  Commission of the European Communities v Kingdom of Spain. ,0,61998CJ0274,Environment
4208,61997CJ0347,28.0,1999,1,1,2007,2006,7,1,1.0,0.14285714285714285,  Case C-347/97,EU:C:1999:19,Judgement,Gulmann,Cosmas,Belgium,Belgium-Fifth Chamber,Fifth Chamber,2,1997-10-06,1999-01-21,1999,1,1997.0,10.0,1.2931506849315069,1,0,Judgment of the Court (Fifth Chamber) of 21 January 1999. , Commission of the European Communities v Kingdom of Belgium. ,0.0003620564808110065,0.03746245064683789,5.246562621846832e-05,2.943313847052795e-05,6.10734919216098e-07,8.230792180637652e-06,61997CJ0347:  Commission of the European Communities v Kingdom of Belgium. ,0,61997CJ0347,Environment
